[0.651572, 0.620833, 0.300240, -0.316032, 0.0, 0.0, 0.0]
[0.650746, 0.620279, 0.302991, -0.316196, 0.053778999999991584, 0.2280139999999946, 0.12519100000000005]
[0.648756, 0.618917, 0.307399, -0.318691, 0.04043300000000727, 0.03930400000000134, 0.11885999999999997]
[0.647665, 0.608819, 0.321294, -0.326557, -0.35827799999999854, -0.23504299999999745, -0.09213899999999997]
[0.648736, 0.608755, 0.311236, -0.334201, -1.1034080000000017, -0.05189700000000386, -0.11478900000000003]
[0.657930, 0.619431, 0.283033, -0.321442, -1.410777000000003, 0.3250840000000039, -0.00541299999999989]
[0.675375, 0.600007, 0.273871, -0.329931, -1.7052320000000023, 0.5894729999999981, 0.014336999999999822]
[0.677551, 0.603757, 0.259558, -0.330200, -1.4567759999999979, 0.4685050000000004, 0.025865000000000027]
[0.659991, 0.621190, 0.260646, -0.332564, -1.419753, 0.7324720000000013, 0.3890880000000001]
[0.673108, 0.600839, 0.287531, -0.321317, -1.684196, 0.013889999999996405, -0.315404]
[0.665511, 0.615534, 0.276844, -0.318700, -1.6687860000000043, 0.7695560000000015, 0.04694299999999996]
[0.666808, 0.627747, 0.280986, -0.286964, -1.7561799999999934, 0.2739609999999999, -0.01746200000000009]
[0.664994, 0.610963, 0.293628, -0.313511, -1.7148440000000065, 0.6969719999999988, 0.16647800000000013]
[0.669488, 0.620352, 0.273001, -0.304007, -1.5508709999999937, 0.2725160000000031, -0.17442099999999994]
[0.667864, 0.613170, 0.285328, -0.310753, -1.8672900000000041, 0.4463019999999993, 0.22351299999999985]
[0.668421, 0.617304, 0.264881, -0.319353, -1.7408069999999967, 0.1076049999999995, -0.2292099999999999]
[0.681964, 0.624273, 0.239088, -0.296724, -1.816196000000005, 0.8641149999999982, 0.19303500000000007]
[0.690112, 0.611968, 0.246161, -0.297733, -1.6681570000000008, -0.2012299999999989, -0.17622100000000018]
[0.693940, 0.631140, 0.216140, -0.270910, -1.7578709999999944, 0.36098400000000197, 0.022996000000000016]
[0.707470, 0.629460, 0.201023, -0.250711, -1.7828039999999987, 0.8935909999999971, 0.11087700000000011]
[0.721933, 0.613308, 0.207810, -0.243888, -1.6617700000000042, 0.21310800000000185, 0.11763199999999996]
[0.696229, 0.641301, 0.218161, -0.237495, -1.5677159999999972, 0.22043000000000035, -0.03881099999999993]
[0.691678, 0.657593, 0.214038, -0.208187, -1.5726860000000045, 0.3522180000000006, -0.045707000000000164]
[0.701456, 0.658731, 0.194652, -0.190116, -1.452264999999997, 0.4754899999999971, 0.013682000000000194]
[0.707193, 0.630567, 0.218434, -0.233559, -1.3633620000000022, -0.08459399999999917, 0.1788869999999998]
[0.689695, 0.628747, 0.222699, -0.281786, -0.9581059999999972, 0.07100400000000207, 0.08460800000000024]
[0.668271, 0.645213, 0.228198, -0.291616, -0.7270470000000024, -0.2588080000000019, -0.23073100000000024]
[0.731597, 0.617472, 0.188338, -0.219139, -0.6439120000000003, -0.05157200000000017, -0.163373]
[0.695298, 0.647519, 0.199379, -0.239848, -0.8222079999999998, -0.273458999999999, 0.288605]
[0.683676, 0.674030, 0.167450, -0.224121, -0.855439999999998, 0.23033200000000065, -0.19155299999999986]
[0.686766, 0.683765, 0.136926, -0.205108, -0.7115700000000018, 0.13157700000000006, 0.19379900000000005]
[0.695666, 0.684385, 0.127193, -0.177446, -0.1806309999999982, 0.15022099999999838, -0.007705000000000073]
[0.708153, 0.657330, 0.146490, -0.212081, -0.7135610000000021, -0.028812999999999533, -0.04382200000000003]
[0.693240, 0.680907, 0.134926, -0.193853, -0.5518439999999991, 0.33270999999999873, 0.021908999999999956]
[0.682457, 0.701719, 0.125510, -0.161525, -0.38521300000000025, 0.4441970000000026, -0.04467399999999988]
[0.681526, 0.706946, 0.109338, -0.154259, -0.5902150000000006, 0.22386299999999792, -0.09869700000000003]
