[[[2652.9882252041216, 0.0, 960.0], [0.0, 2652.9882252041216, 540.0], [0.0, 0.0, 1.0]], [[-0.0161687470972538, -0.2979830503463745, 0.9544342160224915, -29.94598388671875],[-0.9998600482940674, 0.0089145852252841, -0.014155075885355473, 0.2646423876285553],[-0.004290412180125713, -0.9545295238494873, -0.298085480928421, 11.825109481811523]]]
[[[2595.838543955527, 0.0, 960.0], [0.0, 2595.838543955527, 540.0], [0.0, 0.0, 1.0]], [[-0.014605896547436714, -0.2978624105453491, 0.9544970989227295, -29.287792205810547],[-0.9998900294303894, 0.006809566635638475, -0.013175500556826591, 0.2843351662158966],[-0.0025752251967787743, -0.954584538936615, -0.2979291081428528, 11.61263656616211]]]
[[[2585.3388428595886, 0.0, 960.0], [0.0, 2585.3388428595886, 540.0], [0.0, 0.0, 1.0]], [[-0.013342507183551788, -0.2977191209793091, 0.9545602798461914, -29.179014205932617],[-0.9999085068702698, 0.006091318093240261, -0.012076538987457752, 0.29011526703834534],[-0.002219113288447261, -0.9546340703964233, -0.297773152589798, 11.5714693069458]]]
[[[2589.692400902628, 0.0, 960.0], [0.0, 2589.692400902628, 540.0], [0.0, 0.0, 1.0]], [[-0.011835522018373013, -0.2977152168750763, 0.9545813798904419, -29.216794967651367],[-0.9999262690544128, 0.006126852240413427, -0.01048689242452383, 0.27775365114212036],[-0.0027264715172350407, -0.9546350836753845, -0.2977657616138458, 11.582425117492676]]]
[[[2588.880390670406, 0.0, 960.0], [0.0, 2588.880390670406, 540.0], [0.0, 0.0, 1.0]], [[-0.01004816498607397, -0.29770737886428833, 0.9546042680740356, -29.21103858947754],[-0.9999458193778992, 0.005593480076640844, -0.00878102146089077, 0.2588050365447998],[-0.0027253853622823954, -0.954640805721283, -0.2977474629878998, 11.579428672790527]]]
[[[2592.7897770889786, 0.0, 960.0], [0.0, 2592.7897770889786, 540.0], [0.0, 0.0, 1.0]], [[-0.009365584701299667, -0.2977517545223236, 0.9545974135398865, -29.259475708007812],[-0.9999535083770752, 0.004987762309610844, -0.0082548251375556, 0.27578607201576233],[-0.0023034163750708103, -0.9546303153038025, -0.29778459668159485, 11.597886085510254]]]
[[[2581.501755582371, 0.0, 960.0], [0.0, 2581.501755582371, 540.0], [0.0, 0.0, 1.0]], [[-0.0077730524353682995, -0.29776591062545776, 0.9546072483062744, -29.139963150024414],[-0.9999675750732422, 0.004327829461544752, -0.006792447995394468, 0.26243865489959717],[-0.0021088181529194117, -0.954629123210907, -0.29778987169265747, 11.556188583374023]]]
[[[2562.205881196733, 0.0, 960.0], [0.0, 2562.205881196733, 540.0], [0.0, 0.0, 1.0]], [[-0.006111485883593559, -0.29851728677749634, 0.9543846845626831, -29.00131607055664],[-0.9999796152114868, 0.003581072436645627, -0.005283351056277752, 0.2533418536186218],[-0.0018405489390715957, -0.9543974995613098, -0.2985330820083618, 11.541271209716797]]]
[[[2603.1099333286666, 0.0, 960.0], [0.0, 2603.1099333286666, 540.0], [0.0, 0.0, 1.0]], [[-0.006695196498185396, -0.2982165515422821, 0.9544747471809387, -29.347049713134766],[-0.9999746680259705, 0.004292347468435764, -0.005673254374414682, 0.2755981385707855],[-0.002405078848823905, -0.9544885754585266, -0.29823774099349976, 11.63871955871582]]]
[[[2588.884012784351, 0.0, 960.0], [0.0, 2588.884012784351, 540.0], [0.0, 0.0, 1.0]], [[-0.005967024248093367, -0.29825258255004883, 0.954468309879303, -29.228431701660156],[-0.9999803304672241, 0.003614356741309166, -0.005122135393321514, 0.28957051038742065],[-0.0019220990361645818, -0.9544801115989685, -0.29826828837394714, 11.600229263305664]]]
[[[2563.953006370391, 0.0, 960.0], [0.0, 2563.953006370391, 540.0], [0.0, 0.0, 1.0]], [[-0.004907604306936264, -0.2981753647327423, 0.9544984698295593, -28.966936111450195],[-0.9999855756759644, 0.0035475976765155792, -0.004033246077597141, 0.2774953544139862],[-0.002183562144637108, -0.9545044898986816, -0.2981884479522705, 11.51300048828125]]]
